1.2400E−1	2.963	2.90E−1
1.2500E−1	2.818	1.69E−1
1.2600E−1	2.669	6.78E−2
1.2700E−1	2.516	9.68E−3
1.2750E−1	2.442	
1.3000E−1	2.230	
1.3300E−1	2.080	
1.4000E−1	1.885	
1.4400E−1	1.817	
1.5000E−1	1.744	
1.6000E−1	1.665	
1.7000E−1	1.614	
1.8000E−1	1.577	
2.0000E−1	1.530	
2.2000E−1	1.501	
2.4000E−1	1.481	
2.6000E−1	1.467	
2.8000E−1	1.456	
3.0000E−1	1.448	
3.2000E−1	1.442	
3.3300E−1	1.438	6.75E−7
3.6300E−1	1.432	6.78E−7
4.0100E−1	1.426	6.83E−7
4.2700E−1	1.423	6.94E−7
4.5200E−1	1.420	7.04E−7
4.9000E−1	1.417	7.37E−7
5.1500E−1	1.415	7.70E−7
5.5300E−1	1.413	8.27E−7
5.7800E−1	1.412	8.91E−7
6.1600E−1	1.411	9.92E−7
6.7900E−1	1.409	1.17E−6
7.4200E−1	1.407	1.36E−6
8.0500E−1	1.406	1.55E−6
8.6800E−1	1.406	1.73E−6
9.3100E−1	1.405	1.92E−6
1.0000E+0	1.404	2.13E−6
1.1000E+0	1.403	2.50E−6
1.2000E+0	1.403	2.86E−6
1.3000E+0	1.402	3.24E−6
1.4000E+0	1.401	3.60E−6
1.4325E+0	1.401	3.70E−6
1.4327E+0	1.401	3.76E−6
1.4328E+0	1.401	3.86E−6
1.4330E+0	1.401	4.25E−6
1.4332E+0	1.401	5.25E−6
1.4335E+0	1.401	8.25E−6
1.4338E+0	1.401	1.44E−5
1.4340E+0	1.401	2.22E−5
1.4341E+0	1.401	2.77E−5
1.4342E+0	1.401	3.64E−5
1.4343E+0	1.401	5.50E−5
1.43440	1.401	1.16E−4
1.43446	1.401	1.40E−4
1.43451	1.401	1.50E−4
1.43454	1.401	1.46E−4
1.43460	1.401	1.24E−4
1.4347E+0	1.401	6.50E−5
1.4348E+0	1.401	3.75E−5
1.4349E+0	1.401	2.76E−5
1.4350E+0	1.401	2.17E−5
1.4352E+0	1.401	1.51E−5
1.4354E+0	1.401	1.03E−5
1.4356E+0	1.401	7.50E−6
1.4358E+0	1.401	5.70E−6
1.4359E+0	1.401	4.90E−6
1.4360E+0	1.401	4.44E−6
1.4361E+0	1.401	4.08E−6
1.4362E+0	1.401	3.85E−6
1.4363E+0	1.401	3.73E−6
1.4364E+0	1.401	3.70E−6
1.5000E+0	1.401	3.94E−6
1.6000E+0	1.401	4.33E−6
1.7000E+0	1.400	4.80E−6
1.8000E+0	1.400	5.15E−6
1.9000E+0	1.399	5.51E−6
1.9582E+0	1.399	5.80E−6
1.9584E+0	1.399	5.90E−6
1.9588E+0	1.399	6.22E−6
1.9592E+0	1.399	6.79E−6
1.9596E+0	1.399	8.05E−6
1.9600E+0	1.399	9.74E−6
1.9610E+0	1.399	1.58E−5
1.9620E+0	1.399	2.54E−5
1.9630E+0	1.398	4.20E−5
1.9636E+0	1.398	6.90E−5
1.9640E+0	1.398	1.05E−4
1.9646E+0	1.398	2.45E−4
1.9650E+0	1.398	6.80E−4
1.9652E+0	1.397	1.18E−3
1.9654E+0	1.398	1.72E−3
1.9656E+0	1.398	2.29E−3
1.9658E+0	1.399	2.51E−3
1.9659E+0	1.399	2.50E−3
1.9660E+0	1.400	2.36E−3
1.9661E+0	1.400	2.00E−3
1.9662E+0	1.400	1.55E−3
1.9664E+0	1.400	8.50E−4
1.9666E+0	1.400	2.75E−4
1.9668E+0	1.400	1.61E−4
1.9670E+0	1.400	1.12E−4
1.9674E+0	1.400	6.35E−5
1.9680E+0	1.399	3.07E−5
1.9684E+0	1.399	2.17E−5
1.9690E+0	1.399	1.44E−5
1.9700E+0	1.399	8.65E−6
1.9706E+0	1.399	6.60E−6
1.9708E+0	1.399	6.20E−6
1.9710E+0	1.399	5.98E−6
1.9713E+0	1.399	5.80E−6
2.0045E+0	1.398	5.90E−6
2.0050E+0	1.398	6.20E−6
2.0054E+0	1.398	6.65E−6
2.0060E+0	1.398	8.95E−6
2.0070E+0	1.398	1.57E−5
2.0080E+0	1.398	3.00E−5
2.0090E+0	1.398	7.30E−5
2.0100E+0	1.398	2.32E−4
2.0110E+0	1.397	8.45E−4
2.0113E+0	1.397	2.15E−3
2.0116E+0	1.398	3.75E−3
2.0117E+0	1.398	3.95E−3
2.0118E+0	1.400	3.89E−3
2.0119E+0	1.400	3.35E−3
2.0120E+0	1.401	2.40E−3
2.0121E+0	1.401	1.50E−3
2.0123E+0	1.400	8.50E−4
2.0125E+0	1.400	5.75E−4
2.0130E+0	1.400	2.32E−4
2.0135E+0	1.400	9.10E−5
2.0140E+0	1.399	4.10E−5
2.0145E+0	1.399	2.25E−5
2.0150E+0	1.399	1.50E−5
2.0155E+0	1.399	9.62E−6
2.0160E+0	1.399	7.60E−6
2.0165E+0	1.399	6.65E−6
2.0170E+0	1.399	6.20E−6
2.0175E+0	1.399	5.90E−6
2.0646E+0	1.398	6.10E−6
2.0650E+0	1.398	6.25E−6
2.0654E+0	1.398	6.55E−6
2.0660E+0	1.398	7.35E−6
2.0666E+0	1.398	8.75E−6
2.0670E+0	1.398	1.00E−5
2.0676E+0	1.398	1.35E−5
2.0680E+0	1.398	1.95E−5
2.0684E+0	1.398	3.35E−5
2.0688E+0	1.398	1.36E−4
2.0690E+0	1.398	2.95E−4
2.0692E+0	1.398	5.50E−4
2.0694E+0	1.398	8.30E−4
2.0695E+0	1.398	8.70E−4
2.0696E+0	1.398	8.50E−4
2.0697E+0	1.399	7.60E−4
2.0698E+0	1.399	6.30E−4
2.0700E+0	1.399	3.25E−4
2.0702E+0	1.399	1.40E−4
2.0706E+0	1.399	4.72E−5
2.0710E+0	1.399	2.36E−5
2.0714E+0	1.398	1.56E−5
2.0720E+0	1.398	1.10E−5
2.0730E+0	1.398	8.00E−6
2.0740E+0	1.398	6.40E−6
2.0744E+0	1.398	6.10E−6
2.1000E+0	1.398	6.18E−6
2.2000E+0	1.398	6.62E−6
2.3000E+0	1.397	7.08E−6
2.4000E+0	1.396	7.60E−6
2.4700E+0	1.396	8.08E−6
2.4900E+0	1.395	8.36E−6
2.5100E+0	1.395	8.88E−6
2.5300E+0	1.395	9.75E−6
2.5500E+0	1.395	1.09E−5
2.5600E+0	1.395	1.25E−5
2.5700E+0	1.395	1.53E−5
2.5800E+0	1.394	2.35E−5
2.5900E+0	1.394	3.75E−5
2.6000E+0	1.394	5.50E−5
2.6200E+0	1.393	1.25E−4
2.6400E+0	1.393	2.78E−4
2.6600E+0	1.392	6.25E−4
2.6750E+0	1.390	1.14E−3
2.6800E+0	1.389	1.42E−3
2.6820E+0	1.388	1.60E−3
2.6840E+0	1.387	1.82E−3
2.6860E+0	1.385	2.28E−3
2.6870E+0	1.384	2.70E−3
2.6880E+0	1.382	3.80E−3
2.6900E+0	1.378	9.40E−3
2.6920E+0	1.380	2.00E−2
2.6940E+0	1.390	2.80E−2
2.6950E+0	1.398	2.75E−2
2.6960E+0	1.404	2.35E−2
2.6980E+0	1.408	1.40E−2
2.7030E+0	1.403	3.00E−3
2.7060E+0	1.401	1.36E−3
2.7080E+0	1.399	8.60E−4
2.7090E+0	1.399	7.50E−4
2.7100E+0	1.398	7.00E−4
2.7110E+0	1.398	6.80E−4
2.7120E+0	1.398	6.70E−4
2.7130E+0	1.397	6.80E−4
2.7140E+0	1.397	7.10E−4
2.7160E+0	1.396	8.90E−4
2.7170E+0	1.396	1.00E−3
2.7180E+0	1.396	1.12E−3
2.7200E+0	1.396	1.22E−3
2.7240E+0	1.395	1.33E−3
2.7280E+0	1.395	1.41E−3
2.7340E+0	1.395	1.45E−3
2.7400E+0	1.394	1.52E−3
2.7460E+0	1.394	1.58E−3
2.7500E+0	1.394	1.65E−3
2.7540E+0	1.393	1.75E−3
2.7580E+0	1.393	1.93E−3
2.7600E+0	1.393	2.07E−3
2.7620E+0	1.392	2.32E−3
2.7640E+0	1.392	2.69E−3
2.7660E+0	1.392	3.07E−3
2.7680E+0	1.391	3.54E−3
2.7700E+0	1.391	4.08E−3
2.7720E+0	1.390	4.75E−3
2.7730E+0	1.389	5.10E−3
2.7740E+0	1.387	5.90E−3
2.7750E+0	1.385	8.50E−3
2.7760E+0	1.383	1.72E−2
2.7768E+0	1.389	2.50E−2
2.7773E+0	1.395	2.61E−2
2.7780E+0	1.404	2.53E−2
2.7790E+0	1.410	1.40E−2
2.7810E+0	1.407	4.80E−3
2.7820E+0	1.405	2.86E−3
2.7840E+0	1.402	1.07E−3
2.7850E+0	1.401	7.50E−4
2.7860E+0	1.401	6.25E−4
2.7880E+0	1.400	4.95E−4
2.7900E+0	1.399	4.29E−4
2.7920E+0	1.398	3.87E−4
2.7940E+0	1.398	3.54E−4
2.7960E+0	1.398	3.32E−4
2.8400E+0	1.395	9.60E−5
2.8600E+0	1.394	5.50E−5
2.8700E+0	1.394	4.30E−5
2.8800E+0	1.394	3.95E−5
2.8900E+0	1.394	3.85E−5
2.9000E+0	1.394	3.86E−5
2.9100E+0	1.393	4.02E−5
2.9300E+0	1.393	4.40E−5
2.9600E+0	1.393	5.30E−5
3.0000E+0	1.392	7.10E−5
3.0200E+0	1.392	7.95E−5
3.0400E+0	1.391	8.41E−5
3.0700E+0	1.391	8.70E−5
3.0900E+0	1.391	8.75E−5
3.1000E+0	1.390	8.70E−5
3.1100E+0	1.390	8.65E−5
3.1200E+0	1.390	8.17E−5
3.1500E+0	1.390	6.75E−5
3.1800E+0	1.389	5.45E−5
3.2100E+0	1.389	4.50E−5
3.2500E+0	1.388	3.46E−5
3.2600E+0	1.387	3.34E−5
3.2700E+0	1.387	3.22E−5
3.2800E+0	1.387	3.35E−5
3.2900E+0	1.387	3.80E−5
3.3000E+0	1.386	4.65E−5
3.3100E+0	1.386	5.90E−5
3.3200E+0	1.386	4.90E−5
3.3300E+0	1.386	3.75E−5
3.3400E+0	1.386	2.95E−5
3.3500E+0	1.385	2.55E−5
3.4000E+0	1.384	1.55E−5
3.4500E+0	1.383	9.85E−6
3.5000E+0	1.381	6.20E−6
3.5500E+0	1.379	4.05E−6
3.6000E+0	1.377	2.67E−6
3.6400E+0	1.375	2.39E−6
3.6700E+0	1.373	2.36E−6
3.6900E+0	1.372	2.39E−6
3.7200E+0	1.370	2.50E−6
3.7400E+0	1.368	2.68E−6
3.7600E+0	1.367	3.05E−6
3.7800E+0	1.365	3.70E−6
3.8000E+0	1.363	6.60E−6
3.8400E+0	1.358	2.20E−5
3.8700E+0	1.355	5.20E−5
3.9000E+0	1.350	9.90E−5
4.0000E+0	1.326	1.68E−3
4.0100E+0	1.322	2.04E−3
4.0200E+0	1.318	2.56E−3
4.0300E+0	1.313	3.44E−3
4.0400E+0	1.307	5.93E−3
4.0500E+0	1.302	1.13E−2
4.0600E+0	1.300	1.58E−2
4.0650E+0	1.300	1.84E−2
4.0680E+0	1.301	1.94E−2
4.0720E+0	1.302	1.93E−2
4.0750E+0	1.303	1.83E−2
4.0800E+0	1.301	1.61E−2
4.0850E+0	1.300	1.51E−2
4.0900E+0	1.298	1.38E−2
4.0950E+0	1.295	1.08E−2
4.0980E+0	1.292	9.30E−3
4.1000E+0	1.290	8.90E−3
4.1050E+0	1.286	8.50E−3
4.1100E+0	1.281	8.30E−3
4.1200E+0	1.271	8.20E−3
4.1250E+0	1.266	8.42E−3
4.1300E+0	1.260	7.70E−3
4.1330E+0	1.256	7.35E−3
4.1350E+0	1.253	7.40E−3
4.1400E+0	1.246	7.90E−3
4.1450E+0	1.237	8.75E−3
4.1500E+0	1.229	1.07E−2
4.1530E+0	1.225	1.19E−2
4.1550E+0	1.222	1.18E−2
4.1600E+0	1.213	1.08E−2
4.1650E+0	1.200	1.01E−2
4.1800E+0	1.150	1.85E−2
4.1900E+0	1.108	4.76E−2
4.2000E+0	1.074	7.70E−2
4.2100E+0	1.037	1.19E−1
4.2200E+0	0.999	1.63E−1
4.2300E+0	0.951	2.23E−1
4.2350E+0	0.920	2.55E−1
4.2400E+0	0.882	2.99E−1
4.2450E+0	0.831	3.42E−1
4.2500E+0	0.733	3.94E−1
4.2520E+0	0.669	4.49E−1
4.2540E+0	0.605	5.20E−1
4.2560E+0	0.551	6.32E−1
4.2580E+0	0.509	7.38E−1
4.2600E+0	0.466	8.86E−1
4.2620E+0	0.444	1.07E+0
4.2640E+0	0.457	1.29E+0
4.2660E+0	0.516	1.54E+0
4.2670E+0	0.558	1.67E+0
4.2680E+0	0.610	1.84E+0
4.2690E+0	0.706	2.06E+0
4.2700E+0	0.888	2.28E+0
4.2710E+0	1.151	2.47E+0
4.2720E+0	1.507	2.63E+0
4.2730E+0	1.960	2.67E+0
4.2740E+0	2.413	2.50E+0
4.2750E+0	2.764	2.20E+0
4.2760E+0	2.967	1.81E+0
4.2770E+0	3.051	1.46E+0
4.2780E+0	2.995	1.08E+0
4.2790E+0	2.866	8.68E−1
4.2800E+0	2.746	7.19E−1
4.2810E+0	2.634	6.20E−1
4.2820E+0	2.544	5.62E−1
4.2840E+0	2.422	4.74E−1
4.2860E+0	2.336	4.10E−1
4.2880E+0	2.271	3.54E−1
4.2900E+0	2.212	3.01E−1
4.2950E+0	2.100	2.21E−1
4.3000E+0	2.008	1.48E−1
4.3050E+0	1.930	1.14E−1
4.3100E+0	1.872	9.18E−2
4.3150E+0	1.828	7.49E−2
4.3200E+0	1.793	6.13E−2
4.3250E+0	1.763	4.77E−2
4.3300E+0	1.736	3.56E−2
4.3350E+0	1.710	2.39E−2
4.3400E+0	1.684	1.60E−2
4.3450E+0	1.661	1.23E−2
4.3500E+0	1.641	1.07E−2
4.3550E+0	1.622	1.05E−2
4.3600E+0	1.606	1.14E−2
4.3650E+0	1.590	1.36E−2
4.3700E+0	1.574	1.88E−2
4.3750E+0	1.559	2.84E−2
4.3800E+0	1.552	5.52E−2
4.3840E+0	1.567	7.53E−2
4.3860E+0	1.584	7.83E−2
4.3880E+0	1.601	6.99E−2
4.3900E+0	1.611	5.50E−2
4.3980E+0	1.591	1.11E−2
4.4000E+0	1.582	6.80E−3
4.4050E+0	1.569	7.75E−3
4.4100E+0	1.561	7.82E−3
4.4150E+0	1.555	6.55E−3
4.4200E+0	1.549	4.80E−3
4.4220E+0	1.546	4.50E−3
4.4250E+0	1.542	4.55E−3
4.4400E+0	1.529	4.92E−3
4.4550E+0	1.519	5.25E−3
4.4600E+0	1.516	5.31E−3
4.4650E+0	1.514	5.08E−3
4.4700E+0	1.512	4.65E−3
4.4750E+0	1.510	3.90E−3
4.4800E+0	1.508	3.05E−3
4.4840E+0	1.506	2.44E−3
4.4880E+0	1.504	1.87E−3
4.4900E+0	1.503	1.69E−3
4.4920E+0	1.502	1.56E−3
4.4960E+0	1.500	1.38E−3
4.5000E+0	1.498	1.26E−3
4.5200E+0	1.490	9.70E−4
4.5600E+0	1.478	6.10E−4
4.6000E+0	1.469	4.10E−4
4.6400E+0	1.462	3.05E−4
4.6800E+0	1.457	2.34E−4
4.7200E+0	1.453	1.91E−4
4.7600E+0	1.449	1.44E−4
4.8000E+0	1.446	1.03E−4
4.8200E+0	1.444	8.00E−5
4.8300E+0	1.443	6.60E−5
4.8400E+0	1.443	6.36E−5
4.8500E+0	1.442	6.50E−5
4.8600E+0	1.441	7.40E−5
4.8750E+0	1.441	9.20E−5
4.8800E+0	1.440	8.60E−5
4.9000E+0	1.439	5.50E−5
4.9200E+0	1.438	4.75E−5
4.9400E+0	1.437	4.30E−5
4.9500E+0	1.437	4.12E−5
4.9600E+0	1.436	4.14E−5
4.9750E+0	1.436	4.35E−5
4.9800E+0	1.436	4.32E−5
5.0000E+0	1.435	4.15E−5
5.0200E+0	1.434	3.40E−5
5.0300E+0	1.434	3.05E−5
5.0400E+0	1.433	2.93E−5
5.0500E+0	1.433	2.95E−5
5.0600E+0	1.432	4.50E−5
5.0900E+0	1.432	1.60E−4
5.1000E+0	1.431	1.95E−4
5.1100E+0	1.431	1.20E−4
5.1200E+0	1.431	6.50E−5
5.1300E+0	1.431	3.55E−5
5.1400E+0	1.430	4.30E−5
5.1500E+0	1.430	5.00E−5
5.1600E+0	1.430	4.30E−5
5.1800E+0	1.429	3.00E−5
5.2000E+0	1.429	2.65E−5
5.2400E+0	1.428	2.05E−5
5.2800E+0	1.427	1.66E−5
5.3200E+0	1.426	1.41E−5
5.4000E+0	1.425	1.09E−5
5.5000E+0	1.423	8.05E−6
5.6000E+0	1.422	6.20E−6
5.7000E+0	1.420	5.05E−6
5.8000E+0	1.419	4.15E−6
5.9000E+0	1.419	3.63E−6
6.0000E+0	1.418	3.23E−6
6.1000E+0	1.417	3.04E−6
6.2000E+0	1.416	2.95E−6
6.3000E+0	1.416	3.07E−6
6.3500E+0	1.415	3.28E−6
6.4000E+0	1.415	3.66E−6
6.4400E+0	1.415	4.10E−6
6.4600E+0	1.415	4.40E−6
6.5000E+0	1.414	6.30E−6
6.5200E+0	1.414	7.80E−6
6.6400E+0	1.414	2.48E−5
6.6520E+0	1.414	2.86E−5
6.6680E+0	1.414	3.49E−5
6.6830E+0	1.414	4.00E−5
6.6980E+0	1.413	4.93E−5
6.7140E+0	1.413	5.95E−5
6.7290E+0	1.413	7.23E−5
6.7450E+0	1.413	8.17E−5
6.7600E+0	1.413	8.78E−5
6.7760E+0	1.413	9.19E−5
6.7920E+0	1.413	9.42E−5
6.8080E+0	1.413	9.53E−5
6.8240E+0	1.413	9.42E−5
6.8400E+0	1.413	9.40E−5
6.8560E+0	1.413	9.76E−5
6.9040E+0	1.413	1.14E−4
6.9210E+0	1.413	1.17E−4
6.9370E+0	1.413	1.18E−4
6.9540E+0	1.413	1.14E−4
6.9870E+0	1.412	9.17E−5
7.0210E+0	1.412	7.15E−5
7.0550E+0	1.412	5.51E−5
7.0890E+0	1.412	4.65E−5
7.1230E+0	1.412	4.05E−5
7.1410E+0	1.412	3.93E−5
7.1580E+0	1.412	3.93E−5
7.1760E+0	1.411	4.04E−5
7.1940E+0	1.411	4.27E−5
7.2290E+0	1.411	5.06E−5
7.2650E+0	1.411	5.86E−5
7.2840E+0	1.411	6.19E−5
7.3020E+0	1.411	6.38E−5
7.3380E+0	1.411	6.56E−5
7.3760E+0	1.411	6.80E−5
7.3940E+0	1.411	7.21E−5
7.4130E+0	1.411	7.92E−5
7.4510E+0	1.410	9.97E−5
7.4890E+0	1.410	1.16E−4
7.5080E+0	1.410	1.21E−4
7.5280E+0	1.410	1.20E−4
7.5470E+0	1.410	1.15E−4
7.5670E+0	1.410	1.04E−4
7.6060E+0	1.410	8.40E−5
7.6460E+0	1.410	6.92E−5
7.6660E+0	1.410	6.52E−5
7.7070E+0	1.410	6.38E−5
7.7270E+0	1.410	6.23E−5
7.7680E+0	1.409	5.38E−5
7.8100E+0	1.409	4.68E−5
7.8520E+0	1.409	3.97E−5
7.8940E+0	1.409	3.28E−5
7.9370E+0	1.409	2.75E−5
7.9590E+0	1.409	2.54E−5
7.9810E+0	1.409	2.47E−5
8.0030E+0	1.409	2.45E−5
8.0250E+0	1.408	2.49E−5
8.0470E+0	1.408	2.54E−5
8.0690E+0	1.408	2.78E−5
8.1140E+0	1.408	3.32E−5
8.1590E+0	1.408	3.83E−5
8.1820E+0	1.408	3.88E−5
8.2050E+0	1.408	3.74E−5
8.2280E+0	1.408	3.54E−5
8.2750E+0	1.408	3.05E−5
8.2990E+0	1.408	2.80E−5
8.3220E+0	1.407	2.62E−5
8.3460E+0	1.407	2.60E−5
8.3940E+0	1.407	2.61E−5
8.4430E+0	1.407	2.06E−5
8.4920E+0	1.407	1.54E−5
8.5420E+0	1.407	1.15E−5
8.6000E+0	1.407	9.70E−6
8.6500E+0	1.406	7.75E−6
8.7000E+0	1.406	6.25E−6
8.7500E+0	1.406	5.10E−6
8.7600E+0	1.406	4.80E−6
8.6000E+0	1.406	4.32E−6
8.8400E+0	1.406	3.92E−6
8.8800E+0	1.406	3.70E−6
8.9200E+0	1.405	3.56E−6
8.9400E+0	1.405	3.53E−6
8.9600E+0	1.405	3.56E−6
9.0000E+0	1.405	3.63E−6
9.1000E+0	1.405	3.80E−6
9.2000E+0	1.404	4.60E−6
9.4000E+0	1.403	7.70E−6
9.6000E+0	1.403	1.20E−5
9.6300E+0	1.402	1.22E−5
9.6600E+0	1.402	1.20E−5
9.7000E+0	1.402	1.07E−5
9.7500E+0	1.402	8.00E−6
9.8000E+0	1.402	7.70E−6
9.8800E+0	1.401	7.45E−6
9.9000E+0	1.401	7.50E−6
1.0000E+1	1.401	7.90E−6
1.0100E+1	1.400	8.70E−6
1.0200E+1	1.400	1.04E−5
1.0300E+1	1.399	1.20E−5
1.0400E+1	1.398	1.54E−5
1.0500E+1	1.398	1.85E−5
1.0600E+1	1.397	2.05E−5
1.0700E+1	1.396	2.42E−5
1.0800E+1	1.395	3.50E−5
1.0900E+1	1.395	5.00E−5
1.1000E+1	1.394	8.00E−5
1.1500E+1	1.386	3.00E−3
1.1630E+1	1.385	6.40E−3
1.1700E+1	1.386	7.90E−3
1.1760E+1	1.388	8.50E−3
1.1800E+1	1.388	8.40E−3
1.1900E+1	1.389	6.80E−3
1.2050E+1	1.388	4.40E−3
1.2200E+1	1.385	4.60E−3
1.2350E+1	1.383	4.80E−3
1.2500E+1	1.381	4.30E−3
1.2660E+1	1.377	4.70E−3
1.2820E+1	1.373	7.90E−3
1.2990E+1	1.372	1.14E−2
1.3000E+1	1.372	1.18E−2
1.3080E+1	1.372	1.25E−2
1.3160E+1	1.373	1.25E−2
1.3200E+1	1.373	1.19E−2
1.3330E+1	1.371	9.30E−3
1.3510E+1	1.366	6.70E−3
1.3700E+1	1.358	5.30E−3
1.3800E+1	1.353	4.25E−3
1.3900E+1	1.347	3.45E−3
1.3950E+1	1.343	3.00E−3
1.4000E+1	1.339	2.40E−3
1.4060E+1	1.334	2.20E−3
1.4100E+1	1.330	2.25E−3
1.4200E+1	1.319	2.75E−3
1.4300E+1	1.307	3.56E−3
1.4400E+1	1.291	4.81E−3
1.4500E+1	1.271	6.79E−3
1.4600E+1	1.245	9.80E−3
1.4700E+1	1.207	1.48E−2
1.4800E+1	1.148	2.53E−2
1.4900E+1	1.050	6.35E−2
1.4950E+1	0.981	1.08E−1
1.5000E+1	0.905	1.84E−1
1.5020E+1	0.875	2.20E−1
1.5040E+1	0.836	2.51E−1
1.5060E+1	0.780	2.94E−1
1.5070E+1	0.738	3.11E−1
1.5080E+1	0.673	3.41E−1
1.5090E+1	0.602	4.15E−1
1.5100E+1	0.536	5.01E−1
1.5105E+1	0.500	5.55E−1
1.5110E+1	0.465	6.18E−1
1.5112E+1	0.446	6.39E−1
1.5115E+1	0.411	6.92E−1
1.5117E+1	0.391	7.36E−1
1.5120E+1	0.371	8.13E−1
1.5122E+1	0.366	8.64E−1
1.5125E+1	0.364	9.44E−1
1.5130E+1	0.368	1.08E+0
1.5135E+1	0.390	1.24E+0
1.5137E+1	0.404	1.31E+0
1.5140E+1	0.447	1.45E+0
1.5142E+1	0.498	1.54E+0
1.5145E+1	0.628	1.69E+0
1.5147E+1	0.750	1.74E+0
1.5150E+1	0.915	1.78E+0
1.5152E+1	1.017	1.78E+0
1.5155E+1	1.163	1.79E+0
1.5160E+1	1.391	1.74E+0
1.5165E+1	1.592	1.65E+0
1.5170E+1	1.763	1.52E+0
1.5175E+1	1.884	1.35E+0
1.5180E+1	1.950	1.18E+0
1.5185E+1	1.983	1.02E+0
1.5190E+1	1.975	8.47E−1
1.5195E+1	1.926	1.06E−1
1.5200E+1	1.849	5.86E−1
1.5205E+1	1.750	5.02E−1
1.5210E+1	1.645	4.57E−1
1.5215E+1	1.547	4.42E−1
1.5220E+1	1.460	4.45E−1
1.5222E+1	1.427	4.52E−1
1.5225E+1	1.383	4.62E−1
1.5230E+1	1.312	4.84E−1
1.5235E+1	1.243	5.12E−1
1.5240E+1	1.172	5.46E−1
1.5245E+1	1.087	5.88E−1
1.5250E+1	0.993	6.66E−1
1.5255E+1	0.902	7.72E−1
1.5257E+1	0.855	8.12E−1
1.5260E+1	0.778	9.26E−1
1.5262E+1	0.741	1.03E+0
1.5265E+1	0.721	1.20E+0
1.5267E+1	0.738	1.33E+0
1.5270E+1	0.809	1.50E+0
1.5275E+1	0.964	1.74E+0
1.5280E+1	1.170	1.95E+0
1.5284E+1	1.391	2.11E+0
1.5286E+1	1.528	2.17E+0
1.5288E+1	1.677	2.21E+0
1.5290E+1	1.833	2.23E+0
1.5292E+1	1.992	2.24E+0
1.5295E+1	2.228	2.21E+0
1.5297E+1	2.391	2.17E+0
1.5300E+1	2.633	2.08E+0
1.5302E+1	2.788	1.97E+0
1.5305E+1	2.981	1.78E+0
1.5310E+1	3.171	1.39E+0
1.5315E+1	3.232	1.01E+0
1.5318E+1	3.217	7.76E−1
1.5320E+1	3.173	6.26E−1
1.5325E+1	2.974	3.57E−1
1.5327E+1	2.888	2.96E−1
